geometry/coordinates/0	geometry/coordinates/1	properties/id	properties/url	properties/city	properties/name	properties/state	properties/address	properties/provider	properties/postal_code	properties/provider_brand	properties/provider_brand_id	properties/provider_brand_name	properties/provider_location_id	properties/appointments_available	properties/appointments_available_all_doses	properties/appointments_available_2nd_dose_only	properties/appointment_types/unknown	properties/appointment_vaccine_types/moderna	properties/appointment_vaccine_types	properties/appointment_vaccine_types/jj	properties/appointment_vaccine_types/unknown
-86.600485	30.441629	206729907	https://www.publix.com/covid-vaccine	Fort Walton Beach	Publix	FL	610 Eglin Pkwy NE	publix	32547	publix	200093	Publix	1303	FALSE	FALSE	FALSE					
-87.180141	30.639985	206729901	https://www.publix.com/covid-vaccine	Pace	Five Points Shopping Center	FL	5580 Woodbine Rd	publix	32571	publix	200093	Publix	1572	FALSE	FALSE	FALSE					
-87.164095	30.359896	206729900	https://www.publix.com/covid-vaccine	Gulf Breeze	Sea Shell Collections	FL	852 Gulf Breeze Pkwy	publix	32561	publix	200093	Publix	1189	FALSE	FALSE	FALSE					
-82.644446	27.770718	206729465	https://www.publix.com/covid-vaccine	Saint Petersburg	700 Central	FL	725 1st Ave S	publix	33701	publix	200093	Publix	1531	FALSE	FALSE	FALSE					
-81.735803	30.310338	54271854	https://www.winndixie.com/pharmacy/covid-vaccine	JACKSONVILLE	NORMANDY MARKETPLACE	FL	5207 NORMANDY BOULEVARD	southeastern_grocers	32205	winn_dixie	1387	Winn-Dixie	1-191	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.229857	28.521457	54271919	https://www.winndixie.com/pharmacy/covid-vaccine	BROOKSVILLE	SUNRISE PLAZA	FL	31100 CORTEZ BLVD	southeastern_grocers	34602	winn_dixie	1387	Winn-Dixie	1-652	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.114009	29.94397	54271874	https://www.winndixie.com/pharmacy/covid-vaccine	STARKE	STARKE PLAZA	FL	470 W. MADISON STREET	southeastern_grocers	32091	winn_dixie	1387	Winn-Dixie	Jan-85	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.36474	28.2398	54271929	https://www.winndixie.com/pharmacy/covid-vaccine	WESLEY CHAPEL		FL	27301 Wesley Chapel Blvd	southeastern_grocers	33543	winn_dixie	1387	Winn-Dixie	Jan-03	FALSE	FALSE	FALSE	TRUE	TRUE			
-80.37664	25.73437	54273756	https://www.winndixie.com/pharmacy/covid-vaccine	MIAMI	CONCORD SHOPPING MALL	FL	11241 S.W. 40TH STREET	southeastern_grocers	33165	winn_dixie	1387	Winn-Dixie	1-254	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.70894	28.25754	54271932	https://www.winndixie.com/pharmacy/covid-vaccine	NEW PORT RICHEY		FL	6400 Massachusetts Ave	southeastern_grocers	34653	winn_dixie	1387	Winn-Dixie	Jan-29	FALSE	FALSE	FALSE					
-82.636334	27.769137	206729466	https://www.publix.com/covid-vaccine	Saint Petersburg	University Village	FL	250 3rd St S	publix	33701	publix	200093	Publix	28	FALSE	FALSE	FALSE					
-81.64945	26.60478	54269509	https://www.frescoymas.com/pharmacy/covid-vaccine	LEHIGH ACRES	SUNSHINE PLAZA	FL	1145 HOMESTEAD ROAD NORTH	southeastern_grocers	33936	fresco_y_mas	1382	Fresco y Más	4-745	FALSE	FALSE	FALSE					
-80.49541	27.77931	54272902	https://www.winndixie.com/pharmacy/covid-vaccine	SEBASTIAN	SEBASTIAN LAKE SHOPPING CNTR	FL	995 Sebastian Blvd STE B	southeastern_grocers	32958	winn_dixie	1387	Winn-Dixie	Jan-54	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.426	28.496	170686333	https://www.costco.com/covid-vaccine.html	ORLANDO	S Orlando	FL	4696 GARDENS PARK BLVD	costco	32839	costco	139709	Costco	1235	FALSE	FALSE	FALSE					
-82.270666	26.933962	54273720	https://www.winndixie.com/pharmacy/covid-vaccine	ENGLEWOOD		FL	4100 MCCALL ROAD	southeastern_grocers	34224	winn_dixie	1387	Winn-Dixie	1-720	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.60519	30.276784	54271840	https://www.harveyssupermarkets.com/pharmacy/covid-vaccine	JACKSONVILLE	SANTA MONICA SHOPPING CTR	FL	5909 UNIVERSITY BLVD. W.	southeastern_grocers	32216	harveys	1386	Harveys	3-1690	FALSE	FALSE	FALSE	TRUE	TRUE			
-85.751513	30.158	54273729	https://www.winndixie.com/pharmacy/covid-vaccine	PANAMA CITY	BAY POINT MARKETPLACE	FL	2533 THOMAS DRIVE	southeastern_grocers	32408	winn_dixie	1387	Winn-Dixie	1-552	FALSE	FALSE	FALSE	TRUE	TRUE			
-80.845139	28.637771	54271918	https://www.winndixie.com/pharmacy/covid-vaccine	TITUSVILLE	DAIRY PLAZA	FL	1535 N SINGLETON AVE	southeastern_grocers	32796	winn_dixie	1387	Winn-Dixie	Jan-27	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.99849	26.9479	54273718	https://www.winndixie.com/pharmacy/covid-vaccine	PUNTA GORDA	CLEVELAND MARKETPLACE	FL	27680 BERMONT ROAD	southeastern_grocers	33982	winn_dixie	1387	Winn-Dixie	1-741	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.76209	28.018327	206799773	https://www.publix.com/covid-vaccine	Dunedin	Granada Plaza	FL	1491 Main St	publix	34698	publix	200093	Publix	353	FALSE	FALSE	FALSE					
-82.439031	28.188303	206892602	https://www.publix.com/covid-vaccine	Land O Lakes	Collier Commons	FL	2121 Collier Pkwy	publix	34639	publix	200093	Publix	877	FALSE	FALSE	FALSE					
-81.301	28.597	170686332	https://www.costco.com/covid-vaccine.html	WINTER PARK	E Orlando	FL	3333 UNIVERSITY BLVD	costco	32792	costco	139709	Costco	185	FALSE	FALSE	FALSE					
-81.638446	28.1053	206893764	https://www.publix.com/covid-vaccine	Haines City	Haines City Mall	FL	617 US Highway 17 92 W	publix	33844	publix	200093	Publix	1076	FALSE	FALSE	FALSE					
-82.58386	27.997813	206799785	https://www.publix.com/covid-vaccine	Tampa	Publix	FL	8701 W Hillsborough Ave	publix	33615	publix	200093	Publix	1324	FALSE	FALSE	FALSE					
-82.223463	26.931718	206800541	https://www.publix.com/covid-vaccine	Port Charlotte	Publix at Gulf Cove	FL	13435 S McCall Rd	publix	33981	publix	200093	Publix	778	FALSE	FALSE	FALSE					
-82.070728	29.074716	206729230	https://www.publix.com/covid-vaccine	Belleview	Belleview Commons	FL	10135 SE US Highway 441	publix	34420	publix	200093	Publix	438	FALSE	FALSE	FALSE					
-81.637799	28.178714	206893763	https://www.publix.com/covid-vaccine	Davenport	St. Charles Plaza	FL	39883 Highway 27	publix	33837	publix	200093	Publix	1167	FALSE	FALSE	FALSE					
-82.502596	28.087333	206923892	https://www.publix.com/covid-vaccine	Tampa	North Pointe Plaza	FL	15151 N Dale Mabry Hwy	publix	33618	publix	200093	Publix	398	FALSE	FALSE	FALSE					
-80.154	25.914	170686308	https://www.costco.com/covid-vaccine.html	NORTH MIAMI	N Miami	FL	14800 SOLE MIA WAY	costco	33181	costco	139709	Costco	1332	FALSE	FALSE	FALSE					
-81.879013	28.749166	206801770	https://www.publix.com/covid-vaccine	Leesburg	Publix at Lake Harris	FL	27615 US Highway 27 # U	publix	34748	publix	200093	Publix	710	FALSE	FALSE	FALSE					
-81.613553	30.05431	206729166	https://www.publix.com/covid-vaccine	Saint Johns	Shoppes at RiverTown	FL	205 Rivertown Shops Dr	publix	32259	publix	200093	Publix	1667	FALSE	FALSE	FALSE					
-87.378929	30.534131	206729894	https://www.publix.com/covid-vaccine	Pensacola	Nine Mile Crossing	FL	8684 Beulah Rd	publix	32526	publix	200093	Publix	1746	FALSE	FALSE	FALSE					
-81.3860316	28.3438221	777624	https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid	Kissimmee	Kissimmee Supercenter	FL	1471 E Osceola Pkwy	walmart	34744	walmart	70	Walmart	2881	FALSE	FALSE	FALSE					
-82.498	27.233	170686337	https://www.costco.com/covid-vaccine.html	SARASOTA	Sarasota Mall	FL	8201 S TAMIAMI TRL UNIT 501	costco	34238	costco	139709	Costco	1123	FALSE	FALSE	FALSE					
-82.393	28.191	170686340	https://www.costco.com/covid-vaccine.html	LUTZ	Wesley Chapel	FL	2225 GRAND CYPRESS DR	costco	33559	costco	139709	Costco	1249	FALSE	FALSE	FALSE					
-81.415	28.662	170686335	https://www.costco.com/covid-vaccine.html	ALTAMONTE SPRINGS	Altamonte Springs	FL	741 ORANGE AVE	costco	32714	costco	139709	Costco	183	FALSE	FALSE	FALSE					
-80.22	26.681	170686328	https://www.costco.com/covid-vaccine.html	ROYAL PALM BEACH	Royal Palm Beach	FL	11001 SOUTHERN BLVD	costco	33411	costco	139709	Costco	623	FALSE	FALSE	FALSE					
-81.786	26.489	170686330	https://www.costco.com/covid-vaccine.html	FORT MYERS	Estero	FL	10088 GULF CENTER DR	costco	33913	costco	139709	Costco	621	FALSE	FALSE	FALSE					
-80.322	25.775	170686309	https://www.costco.com/covid-vaccine.html	MIAMI	Miami	FL	7795 WEST FLAGLER STREET	costco	33144	costco	139709	Costco	1229	FALSE	FALSE	FALSE					
-81.448001	28.142528	777628	https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid	Kissimmee	Kissimmee Supercenter	FL	904 Cypress Pkwy	walmart	34759	walmart	70	Walmart	5250	FALSE	FALSE	FALSE					
-80.215623	25.823061	54273753	https://www.winndixie.com/pharmacy/covid-vaccine	MIAMI	THE SHOPPES OF LIBERTY CITY	FL	1150 NW 54TH STREET	southeastern_grocers	33127	winn_dixie	1387	Winn-Dixie	1-214	FALSE	FALSE	FALSE					
-81.43789	27.47072	54273086	https://www.winndixie.com/pharmacy/covid-vaccine	SEBRING		FL	3250 Us 27 South	southeastern_grocers	33870	winn_dixie	1387	Winn-Dixie	Jan-65	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.179218	29.014157	54271893	https://www.winndixie.com/pharmacy/covid-vaccine	OCALA	MARION OAKS SHOPPING CENTER	FL	184 MARION OAKS BLVD	southeastern_grocers	34473	winn_dixie	1387	Winn-Dixie	Jan-29	FALSE	FALSE	FALSE					
-82.45638	29.05931	54271899	https://www.winndixie.com/pharmacy/covid-vaccine	DUNNELLON	RAINBOW SPRINGS SHOPPING CENTE	FL	10051 S US HIGHWAY 41	southeastern_grocers	34432	winn_dixie	1387	Winn-Dixie	Jan-19	FALSE	FALSE	FALSE					
-80.19999	26.27155	54273742	https://www.winndixie.com/pharmacy/covid-vaccine	MARGATE	Pepper Tree Plaza	FL	5600 West Sample Road	southeastern_grocers	33073	winn_dixie	1387	Winn-Dixie	1-349	FALSE	FALSE	FALSE					
-83.42558	30.47005	54271906	https://www.winndixie.com/pharmacy/covid-vaccine	MADISON	MADISON SQUARE	FL	729 W. BASE STREET	southeastern_grocers	32340	winn_dixie	1387	Winn-Dixie	28-Jan	FALSE	FALSE	FALSE					
-82.131981	27.009983	206729445	https://www.publix.com/covid-vaccine	Port Charlotte	Quesada Commons	FL	19451 Cochran Blvd Unit 2000	publix	33948	publix	200093	Publix	1013	FALSE	FALSE	FALSE					
-82.080637	26.966525	206729436	https://www.publix.com/covid-vaccine	Port Charlotte	Port Charlotte Crossing	FL	4265 Tamiami Trl	publix	33980	publix	200093	Publix	755	FALSE	FALSE	FALSE					
-82.63566	27.46369	54273356	https://www.winndixie.com/pharmacy/covid-vaccine	BRADENTON	SHOPPES OF PARADISE BAY	FL	7400 44TH AVE W	southeastern_grocers	34210	winn_dixie	1387	Winn-Dixie	1-656	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.807447	30.047041	54271867	https://www.winndixie.com/pharmacy/covid-vaccine	GREEN COVE SPRINGS	ASBURY COMMONS LTD.	FL	2851 HENLEY ROAD STE. 200	southeastern_grocers	32043	winn_dixie	1387	Winn-Dixie	1-135	FALSE	FALSE	FALSE					
-81.707244	30.022522	54271866	https://www.winndixie.com/pharmacy/covid-vaccine	GREEN COVE SPRINGS		FL	3260 HIGHWAY 17	southeastern_grocers	32043	winn_dixie	1387	Winn-Dixie	1-138	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.45815	29.38569	54271888	https://www.winndixie.com/pharmacy/covid-vaccine	WILLISTON	WINN DIXIE #0171	FL	727 W.NOBLE AVENUE	southeastern_grocers	32696	winn_dixie	1387	Winn-Dixie	1-171	FALSE	FALSE	FALSE					
-80.14832	26.57149	54273737	https://www.winndixie.com/pharmacy/covid-vaccine	LAKE WORTH	CHARLESTON SQUARE	FL	6600 HYPOLUXO ROAD	southeastern_grocers	33467	winn_dixie	1387	Winn-Dixie	1-397	FALSE	FALSE	FALSE	TRUE			TRUE	
-82.45308	27.98146	54272320	https://www.winndixie.com/pharmacy/covid-vaccine	TAMPA		FL	805 E. Dr M.L.K. Jr Blvd	southeastern_grocers	33603	winn_dixie	1387	Winn-Dixie	Jan-72	FALSE	FALSE	FALSE					
-81.32775	29.9253	54271872	https://www.winndixie.com/pharmacy/covid-vaccine	ST AUGUSTINE	NORTH TOWNE SHOPPING CENTER	FL	3551 N. PONCE DE LEON BLVD	southeastern_grocers	32084	winn_dixie	1387	Winn-Dixie	1-182	FALSE	FALSE	FALSE					
-87.295599	30.580853	54273760	https://www.winndixie.com/pharmacy/covid-vaccine	CANTONMENT	CANTONMENT MARKETPLACE	FL	1550 S. HWY 29	southeastern_grocers	32533	winn_dixie	1387	Winn-Dixie	1-498	FALSE	FALSE	FALSE	TRUE	TRUE			
-86.12446	30.7076	54273736	https://www.winndixie.com/pharmacy/covid-vaccine	DEFUNIAK SPRINGS	DEFUNIAK SQUARE	FL	1030 US HIGHWAY 331 SOUTH SUITE G	southeastern_grocers	32435	winn_dixie	1387	Winn-Dixie	1-577	FALSE	FALSE	FALSE					
-81.471495	30.320553	54271858	https://www.winndixie.com/pharmacy/covid-vaccine	JACKSONVILLE	GIRVIN PLAZA	FL	12777 ATLANTIC BLVD.	southeastern_grocers	32225	winn_dixie	1387	Winn-Dixie	1-174	FALSE	FALSE	FALSE					
-82.1235	27.98717	54271939	https://www.winndixie.com/pharmacy/covid-vaccine	PLANT CITY		FL	205 W. Alexander St.	southeastern_grocers	33566	winn_dixie	1387	Winn-Dixie	Jan-35	FALSE	FALSE	FALSE					
-81.54452	30.62401	54271869	https://www.winndixie.com/pharmacy/covid-vaccine	YULEE	LOFTON SQUARE	FL	96076 LOFTON SQUARE ct	southeastern_grocers	32097	winn_dixie	1387	Winn-Dixie	1-180	FALSE	FALSE	FALSE					
-81.294579	28.19938	54271926	https://www.winndixie.com/pharmacy/covid-vaccine	SAINT CLOUD	CANOE CREEK PLAZA	FL	3318 CANOE CREEK RD.	southeastern_grocers	34772	winn_dixie	1387	Winn-Dixie	Jan-07	FALSE	FALSE	FALSE	TRUE	TRUE			
-87.260593	30.533708	54273759	https://www.winndixie.com/pharmacy/covid-vaccine	PENSACOLA	NINE MILE PLAZA	FL	312 EAST NINE MILE ROAD	southeastern_grocers	32514	winn_dixie	1387	Winn-Dixie	1-506	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.704406	28.824029	206801785	https://www.publix.com/covid-vaccine	Eustis	Eustis Village	FL	2840 David Walker Dr	publix	32726	publix	200093	Publix	862	FALSE	FALSE	FALSE					
-82.279136	27.958672	206893070	https://www.publix.com/covid-vaccine	Brandon	Kingsway Crossing	FL	1220 Kingsway Rd	publix	33510	publix	200093	Publix	129	FALSE	FALSE	FALSE					
-80.40489	27.262039	778117	https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid	Port St Lucie	Port St Lucie Supercenter	FL	1850 Sw Gatlin Blvd	walmart	34953	walmart	70	Walmart	4260	FALSE	FALSE	FALSE					
-81.686647	28.382219	206801774	https://www.publix.com/covid-vaccine	Clermont	Golden Eagle Village	FL	2430 US Highway 27	publix	34714	publix	200093	Publix	1357	FALSE	FALSE	FALSE					
-82.343372	28.837386	206729224	https://www.publix.com/covid-vaccine	Inverness	Publix Plaza Inverness	FL	1012 West Main Street	publix	34450	publix	200093	Publix	1448	FALSE	FALSE	FALSE					
-82.118861	27.985901	778183	https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid	Plant City	Plant City Supercenter	FL	2602 James L Redman Pkwy	walmart	33566	walmart	70	Walmart	547	FALSE	FALSE	FALSE					
-82.446094	28.90191	206729218	https://www.publix.com/covid-vaccine	Hernando	Shoppes of Citrus Hills	FL	2685 N Forest Ridge Blvd	publix	34442	publix	200093	Publix	475	FALSE	FALSE	FALSE					
-86.830894	30.412221	777573	https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid	Navarre	Navarre Supercenter	FL	9360 Navarre Pkwy	walmart	32566	walmart	70	Walmart	3439	FALSE	FALSE	FALSE					
-82.57361	27.522911	206729453	https://www.publix.com/covid-vaccine	Palmetto	Publix at Palmetto	FL	1101 8th Ave W	publix	34221	publix	200093	Publix	1342	FALSE	FALSE	FALSE					
-81.620824	27.958635	206803814	https://www.publix.com/covid-vaccine	Lake Wales	Shoppes On The Ridge	FL	23965 Hwy 27	publix	33859	publix	200093	Publix	97	FALSE	FALSE	FALSE					
-82.498874	27.339073	206729481	https://www.publix.com/covid-vaccine	Sarasota	Town &amp; Country Shopping Center	FL	501 N Beneva Rd Ste 161	publix	34232	publix	200093	Publix	1669	FALSE	FALSE	FALSE					
-82.577261	27.434264	206729454	https://www.publix.com/covid-vaccine	Bradenton	Bayshore Gardens Shopping Center	FL	6030 14th St W	publix	34207	publix	200093	Publix	417	FALSE	FALSE	FALSE					
-82.607133	27.461314	206729452	https://www.publix.com/covid-vaccine	Bradenton	Bradenton Commons	FL	4651 Cortez Rd W	publix	34210	publix	200093	Publix	1326	FALSE	FALSE	FALSE					
-81.531394	30.057174	206729164	https://www.publix.com/covid-vaccine	Saint Johns	Johns Creek Center	FL	2845 County Road 210 W	publix	32259	publix	200093	Publix	1099	FALSE	FALSE	FALSE					
-82.355224	28.145257	206892598	https://www.publix.com/covid-vaccine	Tampa	New Tampa Center	FL	19034 Bruce B. Downs Blvd	publix	33647	publix	200093	Publix	584	FALSE	FALSE	FALSE					
-81.669986	28.311229	206801786	https://www.publix.com/covid-vaccine	Davenport	Berry Town Center	FL	2424 Sand Mine Rd	publix	33897	publix	200093	Publix	879	FALSE	FALSE	FALSE					
-82.214804	27.037917	206800263	https://www.publix.com/covid-vaccine	North Port	Cocoplum Village Shops	FL	17179 Tamiami Trl	publix	34287	publix	200093	Publix	1287	FALSE	FALSE	FALSE					
-82.57637	28.080635	206923928	https://www.publix.com/covid-vaccine	Tampa	Shoppes of Citrus Park	FL	7835 Gunn Hwy	publix	33626	publix	200093	Publix	754	FALSE	FALSE	FALSE					
-81.756	30.202	170686348	https://www.costco.com/covid-vaccine.html	JACKSONVILLE	W Jacksonville	FL	8000 PARRAMORE RD	costco	32244	costco	139709	Costco	1294	FALSE	FALSE	FALSE					
-81.590103	30.112822	206729157	https://www.publix.com/covid-vaccine	Saint Johns	Plantation Plaza	FL	2750 Race Track Rd	publix	32259	publix	200093	Publix	1084	FALSE	FALSE	FALSE					
-82.094256	29.165538	206729228	https://www.publix.com/covid-vaccine	Ocala	Park View Commons	FL	3035 SE Maricamp Rd	publix	34471	publix	200093	Publix	1289	FALSE	FALSE	FALSE					
-81.536	30.252	170686343	https://www.costco.com/covid-vaccine.html	JACKSONVILLE	E Jacksonville	FL	4901 GATE PKWY	costco	32246	costco	139709	Costco	357	FALSE	FALSE	FALSE					
-82.742775	28.143716	206931041	https://www.publix.com/covid-vaccine	Tarpon Springs	Tarpon Mall	FL	40932 US Highway 19 N	publix	34689	publix	200093	Publix	144	FALSE	FALSE	FALSE					
-81.532397	28.549548	777546	https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid	Ocoee	Ocoee Supercenter	FL	10500 W Colonial Dr	walmart	34761	walmart	70	Walmart	942	FALSE	FALSE	FALSE					
-82.6378	30.182622	54271879	https://www.winndixie.com/pharmacy/covid-vaccine	LAKE CITY	LAKE CITY SHOPPING CENTER	FL	580 S. Marion Avenue	southeastern_grocers	32025	winn_dixie	1387	Winn-Dixie	Jan-81	FALSE	FALSE	FALSE					
-82.0529	27.00409	54273691	https://www.winndixie.com/pharmacy/covid-vaccine	PORT CHARLOTTE	KINGS CROSSING SHOPPING CTR	FL	2000 KINGS HIGHWAY	southeastern_grocers	33980	winn_dixie	1387	Winn-Dixie	1-737	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.05085	29.05695	54271890	https://www.winndixie.com/pharmacy/covid-vaccine	BELLEVIEW		FL	11310 Se Hwy 301	southeastern_grocers	34420	winn_dixie	1387	Winn-Dixie	Jan-68	FALSE	FALSE	FALSE					
-80.21143	25.87593	54273751	https://www.winndixie.com/pharmacy/covid-vaccine	MIAMI		FL	11030 N.W. 7TH AVE.	southeastern_grocers	33168	winn_dixie	1387	Winn-Dixie	1-233	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.8903	29.1819	54271887	https://www.winndixie.com/pharmacy/covid-vaccine	SILVER SPRINGS	FOREST CENTER	FL	15912 E SR 40	southeastern_grocers	34488	winn_dixie	1387	Winn-Dixie	Jan-06	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.57686	27.43795	54273369	https://www.winndixie.com/pharmacy/covid-vaccine	BRADENTON		FL	5802 14Th St. W	southeastern_grocers	34207	winn_dixie	1387	Winn-Dixie	Jan-19	FALSE	FALSE	FALSE	TRUE	TRUE			
-80.6753	27.99758	54272501	https://www.winndixie.com/pharmacy/covid-vaccine	PALM BAY	PALM BAY WEST	FL	190 MALABAR RD SW	southeastern_grocers	32907	winn_dixie	1387	Winn-Dixie	Jan-30	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.20057	27.86097	54272517	https://www.winndixie.com/pharmacy/covid-vaccine	LITHIA		FL	16751 Fishhawk Blvd	southeastern_grocers	33547	winn_dixie	1387	Winn-Dixie	Jan-99	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.77681	28.05612	54271931	https://www.winndixie.com/pharmacy/covid-vaccine	AUBURNDALE	IMPERIAL PLAZA	FL	441 HAVENDALE BLVD	southeastern_grocers	33823	winn_dixie	1387	Winn-Dixie	1-612	FALSE	FALSE	FALSE					
-81.38887	30.22656	54271863	https://www.winndixie.com/pharmacy/covid-vaccine	PONTE VEDRA BEACH	PONTE VEDRA SQUARE	FL	290 SOLANA ROAD	southeastern_grocers	32082	winn_dixie	1387	Winn-Dixie	5-Jan	FALSE	FALSE	FALSE					
-81.6856	28.87421	54271897	https://www.winndixie.com/pharmacy/covid-vaccine	EUSTIS		FL	1955 NORTH S.R. 19	southeastern_grocers	32726	winn_dixie	1387	Winn-Dixie	Jan-35	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.61998	28.46469	54271924	https://www.winndixie.com/pharmacy/covid-vaccine	SPRING HILL	TIMBERHILLS PLAZA	FL	2240 COMMERCIAL WAY	southeastern_grocers	34606	winn_dixie	1387	Winn-Dixie	1-711	FALSE	FALSE	FALSE	TRUE	TRUE			
-86.41919	30.48718	54273741	https://www.winndixie.com/pharmacy/covid-vaccine	NICEVILLE	NORTHVIEW SHOPPING CENTER	FL	4512 E HWY 20	southeastern_grocers	32578	winn_dixie	1387	Winn-Dixie	1-551	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.584654	28.026732	54269508	https://www.frescoymas.com/pharmacy/covid-vaccine	TAMPA	WOOD LAKE PLAZA	FL	8424 SHELDON ROAD	southeastern_grocers	33615	fresco_y_mas	1382	Fresco y Más	4-697	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.79853	30.12211	54271864	https://www.winndixie.com/pharmacy/covid-vaccine	ORANGE PARK	CLAY PLAZA	FL	1339 BLANDING BLVD.	southeastern_grocers	32065	winn_dixie	1387	Winn-Dixie	8-Jan	FALSE	FALSE	FALSE					
-80.13467	27.06173	54273726	https://www.winndixie.com/pharmacy/covid-vaccine	HOBE SOUND	THE MARKETPLACE	FL	8867 SE BRIDGE RD	southeastern_grocers	33455	winn_dixie	1387	Winn-Dixie	1-305	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.39223	28.02915	54271942	https://www.winndixie.com/pharmacy/covid-vaccine	TEMPLE TERRACE		FL	8837 N. 56Th St.	southeastern_grocers	33617	winn_dixie	1387	Winn-Dixie	Jan-41	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.710983	30.100028	54271862	https://www.winndixie.com/pharmacy/covid-vaccine	FLEMING ISLAND	EAGLE HARBOR	FL	1545 COUNTY ROAD 220	southeastern_grocers	32003	winn_dixie	1387	Winn-Dixie	1-103	FALSE	FALSE	FALSE					
-87.34054	30.40188	54273761	https://www.winndixie.com/pharmacy/covid-vaccine	PENSACOLA	PELHAM PLAZA	FL	50 S. BLUE ANGEL PARKWAY	southeastern_grocers	32506	winn_dixie	1387	Winn-Dixie	1-535	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.296351	28.328901	206800990	https://www.publix.com/covid-vaccine	San Antonio	The Market at Mirada	FL	30841 Mirada Blvd	publix	33576	publix	200093	Publix	1742	FALSE	FALSE	FALSE					
-81.591759	28.257795	206801807	https://www.publix.com/covid-vaccine	Davenport	Ovation	FL	7800 Lake Wilson Rd	publix	33896	publix	200093	Publix	1195	FALSE	FALSE	FALSE					
-82.35436	27.71089	54272760	https://www.winndixie.com/pharmacy/covid-vaccine	SUN CITY CENTER		FL	4445 SUN CITY CNTR BLVD	southeastern_grocers	33573	winn_dixie	1387	Winn-Dixie	1-619	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.59112	30.22132	54271853	https://www.winndixie.com/pharmacy/covid-vaccine	JACKSONVILLE	BRIERWOOD VILLAGE PLAZA	FL	8775 OLD KINGS ROAD SOUTH	southeastern_grocers	32217	winn_dixie	1387	Winn-Dixie	25-Jan	FALSE	FALSE	FALSE					
-81.64391	30.25975	54271851	https://www.winndixie.com/pharmacy/covid-vaccine	JACKSONVILLE	LAKEWOOD PLAZA	FL	1520 W UNIVERSITY BLVD	southeastern_grocers	32217	winn_dixie	1387	Winn-Dixie	1-190	FALSE	FALSE	FALSE	TRUE	TRUE			
-82.41257	27.75149	54272752	https://www.winndixie.com/pharmacy/covid-vaccine	APOLLO BEACH		FL	252 Harbor Village Lane	southeastern_grocers	33572	winn_dixie	1387	Winn-Dixie	Jan-27	FALSE	FALSE	FALSE	TRUE	TRUE			
-80.213325	25.784688	54273755	https://www.winndixie.com/pharmacy/covid-vaccine	MIAMI		FL	1155 NW 11TH ST	southeastern_grocers	33136	winn_dixie	1387	Winn-Dixie	1-247	FALSE	FALSE	FALSE					
-81.821408	28.560046	206801766	https://www.publix.com/covid-vaccine	Groveland	Eagle Ridge Shoppes	FL	7975 State Road 50	publix	34736	publix	200093	Publix	1168	FALSE	FALSE	FALSE					
-83.58406	30.09723	54271915	https://www.winndixie.com/pharmacy/covid-vaccine	PERRY	TAYLOR SQUARE	FL	"2057 S BYRON BUTLER PKWY, SUITE 1"	southeastern_grocers	32348	winn_dixie	1387	Winn-Dixie	1-104	FALSE	FALSE	FALSE	TRUE			TRUE	
-80.355233	27.274939	54273562	https://www.winndixie.com/pharmacy/covid-vaccine	PORT SAINT LUCIE	SHOPPES OF VICTORIA	FL	281 SW PORT ST LUCIE BLVD	southeastern_grocers	34984	winn_dixie	1387	Winn-Dixie	Jan-48	FALSE	FALSE	FALSE	TRUE	TRUE			
-81.244988	28.247159	54271925	https://www.winndixie.com/pharmacy/covid-vaccine	SAINT CLOUD	ST. CLOUD PLAZA	FL	4855 IRLO BRONSON MEMORIAL HWY.	southeastern_grocers	34771	winn_dixie	1387	Winn-Dixie	Jan-38	FALSE	FALSE	FALSE	TRUE	TRUE			
